Post_ID,Date,Post_Type,Caption_Length,Hashtags,Posting_Hour,Video_Duration_Sec,Likes,Comments,Shares,Saves,Followers,Reach,Impressions,Profile_Visits,Website_Clicks,New_Followers
747,2024-01-17,Reel,247.0,20.0,23,36,510.0,40.0,34.0,21.0,11836,12561,14718,305,84,91
748,2024-01-18,Carousel,221.0,10.0,22,0,436.0,29.0,35.0,42.0,11847,8102,13522,199,22,62
749,2024-01-19,Story,252.0,15.0,6,8,133.0,13.0,32.0,15.0,11857,2160,2947,23,3,6
750,2024-01-20,Reel,259.0,11.0,6,36,562.0,43.0,73.0,76.0,11868,12536,19827,678,173,230
751,2024-01-21,Reel,234.0,9.0,10,55,1083.0,76.0,86.0,138.0,11878,12270,16708,522,52,158
752,2024-01-22,Reel,36.0,6.0,11,29,660.0,69.0,123.0,54.0,11889,11988,15586,493,142,66
753,2024-01-23,Reel,265.0,8.0,13,45,1212.0,99.0,141.0,166.0,11899,16071,19483,900,159,273
754,2024-01-24,Story,85.0,10.0,23,14,245.0,25.0,22.0,11.0,11910,2822,4376,47,6,12
755,2024-01-25,Reel,173.0,17.0,14,32,1462.0,144.0,164.0,221.0,11920,15504,24647,850,215,278
756,2024-01-26,Story,175.0,13.0,13,6,211.0,9.0,31.0,15.0,11931,3625,5569,180,35,43
757,2024-01-27,Carousel,181.0,2.0,16,0,731.0,69.0,134.0,32.0,11941,9157,11476,160,12,13
758,2024-01-28,Reel,245.0,9.0,8,38,1203.0,40.0,87.0,115.0,11952,14620,17575,562,86,144
759,2024-01-29,Story,,1.0,20,15,337.0,15.0,47.0,13.0,11962,5033,7264,130,25,33
760,2024-01-30,Image,19.0,19.0,6,0,538.0,42.0,64.0,29.0,11973,6930,9768,363,19,48
761,2024-01-31,Image,164.0,10.0,11,0,342.0,24.0,71.0,31.0,11983,5581,7808,157,13,48
762,2024-02-01,Image,122.0,13.0,17,0,394.0,40.0,47.0,49.0,11994,4678,5417,85,11,13
763,2024-02-02,Carousel,138.0,6.0,11,0,390.0,37.0,86.0,12.0,12005,7539,10561,432,121,143
764,2024-02-03,Story,242.0,2.0,7,13,379.0,25.0,28.0,44.0,12015,4690,7011,158,36,15
765,2024-02-04,Image,14.0,15.0,23,0,397.0,38.0,55.0,51.0,12026,4764,6774,283,59,81
766,2024-02-05,Reel,235.0,10.0,20,25,1616.0,104.0,238.0,159.0,12036,21196,34904,1263,204,274
767,2024-02-06,Image,178.0,12.0,19,0,646.0,46.0,131.0,93.0,12047,10248,16435,391,73,116
768,2024-02-07,Reel,222.0,2.0,6,77,826.0,49.0,149.0,41.0,12057,14884,23043,799,171,229
769,2024-02-08,Image,100.0,14.0,22,0,521.0,29.0,79.0,49.0,12068,6945,10289,129,23,25
770,2024-02-09,Reel,19.0,3.0,12,29,1527.0,160.0,127.0,118.0,12078,16313,22946,187,35,60
771,2024-02-10,Reel,94.0,9.0,8,85,1187.0,35.0,117.0,60.0,12089,12694,20662,555,56,57
772,2024-02-11,Image,178.0,5.0,22,0,326.0,15.0,48.0,20.0,12099,7202,10677,220,63,24
773,2024-02-12,Reel,66.0,14.0,13,70,1288.0,95.0,251.0,202.0,12110,14791,25142,392,33,101
774,2024-02-13,Reel,252.0,15.0,15,5,684.0,55.0,58.0,60.0,12120,14473,21139,517,51,147
775,2024-02-14,Carousel,257.0,12.0,6,0,448.0,23.0,49.0,22.0,12131,8362,10702,210,13,41
776,2024-02-15,Carousel,55.0,7.0,18,0,851.0,85.0,59.0,107.0,12141,12083,14039,242,13,67
777,2024-02-16,Reel,284.0,20.0,14,45,947.0,95.0,65.0,35.0,12152,14936,18168,508,50,115
778,2024-02-17,Image,51.0,5.0,9,0,493.0,52.0,98.0,62.0,12162,5909,8199,183,45,39
779,2024-02-18,Reel,273.0,1.0,19,86,906.0,80.0,124.0,65.0,12173,23771,34459,1086,242,271
780,2024-02-19,Carousel,226.0,4.0,13,0,841.0,53.0,62.0,51.0,12183,9859,11361,324,65,37
781,2024-02-20,Image,258.0,4.0,19,0,440.0,46.0,78.0,20.0,12194,7822,12124,381,69,115
782,2024-02-21,Image,158.0,13.0,17,0,226.0,16.0,49.0,31.0,12204,5241,8542,264,54,31
783,2024-02-22,Carousel,117.0,11.0,20,0,561.0,24.0,65.0,43.0,12215,11621,17578,653,77,130
784,2024-02-23,Reel,188.0,6.0,12,77,1075.0,111.0,139.0,32.0,12225,15478,23954,360,43,51
785,2024-02-24,Carousel,93.0,13.0,22,0,276.0,26.0,46.0,23.0,12236,5982,7684,75,9,20
786,2024-02-25,Reel,52.0,2.0,11,23,1219.0,75.0,96.0,84.0,12246,14520,19999,277,67,27
787,2024-02-26,Reel,232.0,9.0,13,32,1482.0,92.0,344.0,97.0,12257,16282,20241,695,129,86
788,2024-02-27,Reel,49.0,14.0,8,21,1083.0,60.0,160.0,68.0,12267,14996,20429,815,105,88
789,2024-02-28,Reel,103.0,16.0,11,30,659.0,23.0,81.0,49.0,12278,16624,20824,932,113,107
790,2024-02-29,Reel,270.0,16.0,6,17,389.0,18.0,80.0,38.0,12288,10899,16173,382,97,95
791,2024-03-01,Reel,106.0,11.0,14,88,865.0,75.0,138.0,63.0,12299,17214,22967,587,63,131
792,2024-03-02,Carousel,277.0,7.0,9,0,520.0,47.0,120.0,45.0,12309,8825,13571,355,83,110
793,2024-03-03,Carousel,272.0,15.0,9,0,476.0,43.0,100.0,70.0,12320,6336,10618,117,21,38
794,2024-03-04,Carousel,165.0,3.0,16,0,350.0,14.0,54.0,23.0,12330,3857,6174,161,8,37
795,2024-03-05,Image,155.0,16.0,13,0,596.0,29.0,87.0,90.0,12341,6947,10621,182,25,33
796,2024-03-06,Image,116.0,10.0,9,0,375.0,11.0,41.0,29.0,12351,4826,6269,280,30,30
797,2024-03-07,Carousel,193.0,9.0,7,0,399.0,28.0,80.0,47.0,12362,8962,12779,200,12,51
798,2024-03-08,Image,210.0,8.0,23,0,441.0,25.0,55.0,28.0,12372,5689,8395,259,16,27
799,2024-03-09,Image,82.0,13.0,17,0,648.0,58.0,64.0,29.0,12383,7181,8710,237,28,26
800,2024-03-10,Image,58.0,15.0,20,0,417.0,36.0,51.0,25.0,12393,10189,13447,427,91,109
801,2024-03-11,Image,297.0,12.0,11,0,282.0,21.0,61.0,35.0,12404,4485,7609,156,12,22
802,2024-03-12,Reel,67.0,13.0,14,60,625.0,56.0,73.0,29.0,12414,16892,23038,1001,85,294
803,2024-03-13,Carousel,92.0,0.0,11,0,897.0,75.0,155.0,139.0,12425,10240,14390,215,62,59
804,2024-03-14,Image,294.0,8.0,10,0,460.0,26.0,32.0,15.0,12435,8497,12465,324,38,52
805,2024-03-15,Image,294.0,20.0,23,0,343.0,33.0,62.0,26.0,12446,4164,6709,140,15,31
806,2024-03-16,Reel,293.0,15.0,18,79,916.0,90.0,115.0,126.0,12456,22679,30763,957,99,278
807,2024-03-17,Image,194.0,17.0,7,0,241.0,18.0,41.0,11.0,12467,5402,8916,223,18,68
808,2024-03-18,Story,173.0,15.0,18,4,357.0,38.0,53.0,55.0,12477,5745,8961,149,25,15
809,2024-03-19,Image,270.0,20.0,17,0,368.0,11.0,27.0,53.0,12488,7298,8555,211,52,67
810,2024-03-20,Image,284.0,6.0,22,0,593.0,47.0,62.0,88.0,12498,8485,10950,116,6,27
811,2024-03-21,Carousel,184.0,18.0,23,0,275.0,12.0,30.0,32.0,12509,7753,12735,265,61,32
812,2024-03-22,Carousel,115.0,11.0,14,0,375.0,29.0,77.0,53.0,12519,9154,14198,124,17,13
813,2024-03-23,Reel,57.0,9.0,13,85,1055.0,37.0,228.0,151.0,12530,17363,28562,866,209,125
814,2024-03-24,Reel,128.0,19.0,6,28,1483.0,99.0,,196.0,12540,15793,21560,523,138,67
815,2024-03-25,Carousel,238.0,3.0,21,0,990.0,74.0,73.0,31.0,12551,10590,14140,131,24,23
816,2024-03-26,Reel,133.0,19.0,20,36,1133.0,86.0,262.0,144.0,12561,19806,29311,481,61,102
817,2024-03-27,Reel,230.0,12.0,23,65,655.0,55.0,98.0,74.0,12572,14153,17131,581,142,109
818,2024-03-28,Story,165.0,20.0,12,15,372.0,33.0,33.0,48.0,12582,4166,5565,57,6,16
819,2024-03-29,Image,83.0,10.0,9,0,297.0,24.0,35.0,26.0,12593,6743,9567,402,103,55
820,2024-03-30,Reel,285.0,0.0,19,81,2103.0,127.0,303.0,112.0,12603,22732,28154,1032,132,206
821,2024-03-31,Reel,71.0,14.0,13,30,1521.0,91.0,294.0,76.0,12614,18581,24679,539,29,163
822,2024-04-01,Reel,140.0,12.0,6,31,693.0,35.0,,46.0,12624,14785,25058,175,27,51
823,2024-04-02,Reel,10.0,10.0,8,26,1019.0,65.0,102.0,81.0,12635,14355,23349,692,64,160
824,2024-04-03,Story,122.0,19.0,20,11,230.0,17.0,52.0,31.0,12645,4253,6940,128,14,35
825,2024-04-04,Story,243.0,19.0,10,8,10.0,1.0,2.0,1.0,12656,300,427,14,2,4
826,2024-04-05,Image,217.0,1.0,18,0,414.0,23.0,54.0,45.0,12666,9974,16532,490,140,131
827,2024-04-06,Image,169.0,2.0,17,0,345.0,27.0,76.0,32.0,12677,7035,11744,292,74,59
828,2024-04-07,Reel,105.0,9.0,21,47,1600.0,106.0,130.0,245.0,12687,22698,28740,445,86,122
829,2024-04-08,Reel,266.0,7.0,13,15,812.0,82.0,198.0,36.0,12698,15750,23229,919,228,274
830,2024-04-09,Carousel,216.0,10.0,22,0,353.0,20.0,39.0,26.0,12708,9136,13270,276,82,43
831,2024-04-10,Reel,178.0,2.0,15,23,1356.0,45.0,314.0,128.0,12719,16136,21402,251,65,28
832,2024-04-11,Reel,203.0,6.0,11,55,595.0,46.0,68.0,,12729,13468,21121,530,129,106
833,2024-04-12,Image,42.0,14.0,21,0,697.0,64.0,127.0,72.0,12740,9360,14238,536,98,79
834,2024-04-13,Image,,10.0,18,0,547.0,47.0,105.0,62.0,12750,9904,12435,381,40,108
835,2024-04-14,Carousel,252.0,3.0,14,0,664.0,35.0,,,12761,11421,18862,397,27,108
836,2024-04-15,Reel,209.0,9.0,15,67,1571.0,111.0,188.0,202.0,12771,18780,31906,264,33,46
837,2024-04-16,Story,108.0,6.0,8,7,131.0,11.0,29.0,7.0,12782,1951,2856,62,12,5
838,2024-04-17,Image,209.0,8.0,7,0,558.0,52.0,38.0,49.0,12792,6219,10444,291,53,43
839,2024-04-18,Reel,37.0,11.0,14,44,620.0,19.0,54.0,80.0,12803,14048,21747,212,46,34
840,2024-04-19,Reel,114.0,3.0,20,66,1869.0,130.0,370.0,163.0,12813,21812,26366,686,67,126
841,2024-04-20,Reel,280.0,2.0,19,20,2019.0,112.0,422.0,179.0,12824,25464,36385,611,127,90
842,2024-04-21,Image,240.0,11.0,18,0,753.0,73.0,70.0,63.0,12834,11544,15140,461,68,102
843,2024-04-22,Carousel,227.0,15.0,13,0,456.0,26.0,99.0,52.0,12845,12192,18272,194,36,32
844,2024-04-23,Reel,205.0,9.0,21,35,2022.0,139.0,224.0,312.0,12855,22121,32211,578,40,153
845,2024-04-24,Image,82.0,5.0,16,0,473.0,20.0,68.0,72.0,12866,6837,9571,249,24,58
846,2024-04-25,Reel,10.0,8.0,12,51,1267.0,78.0,292.0,94.0,12876,16103,26271,446,122,49
847,2024-04-26,Reel,63.0,14.0,15,76,1340.0,82.0,299.0,81.0,12887,15285,21783,761,152,224
848,2024-04-27,Carousel,30.0,6.0,23,0,707.0,29.0,142.0,109.0,12897,10416,13384,274,45,53
849,2024-04-28,Reel,201.0,9.0,11,66,958.0,76.0,125.0,88.0,12908,13915,22126,369,26,61
850,2024-04-29,Reel,14.0,20.0,10,68,825.0,28.0,160.0,74.0,12918,12517,15894,642,81,109
851,2024-04-30,Reel,192.0,19.0,8,48,886.0,60.0,191.0,64.0,12929,12419,16842,317,88,74
852,2024-05-01,Story,97.0,11.0,17,15,97.0,4.0,13.0,13.0,12939,2723,4346,83,24,14
853,2024-05-02,Carousel,228.0,17.0,21,0,1002.0,88.0,81.0,50.0,12950,14863,18421,520,89,148
854,2024-05-03,Reel,46.0,3.0,9,75,511.0,53.0,55.0,80.0,12960,14264,22962,641,130,122
855,2024-05-04,Reel,70.0,7.0,16,81,920.0,72.0,136.0,35.0,12971,13504,19307,169,42,26
856,2024-05-05,Reel,50.0,20.0,13,12,740.0,56.0,60.0,67.0,12981,16715,20095,381,25,55
857,2024-05-06,Reel,254.0,10.0,20,51,847.0,47.0,175.0,32.0,12992,20465,31583,692,152,240
858,2024-05-07,Reel,223.0,12.0,7,76,786.0,,121.0,113.0,13003,15948,24713,885,188,287
859,2024-05-08,Reel,198.0,0.0,23,42,759.0,41.0,123.0,91.0,13013,14116,21104,425,55,112
860,2024-05-09,Reel,72.0,7.0,16,61,480.0,42.0,75.0,53.0,13024,11572,19511,239,45,68
861,2024-05-10,Carousel,204.0,6.0,8,0,809.0,50.0,,111.0,13034,10275,17437,188,23,52
862,2024-05-11,Reel,226.0,1.0,17,43,1230.0,56.0,199.0,141.0,13045,13983,19099,335,79,113
863,2024-05-12,Carousel,251.0,15.0,9,0,333.0,31.0,69.0,36.0,13055,9062,12045,190,10,20
864,2024-05-13,Image,245.0,18.0,7,0,481.0,29.0,48.0,54.0,13066,5274,7712,241,64,27
865,2024-05-14,Reel,116.0,13.0,12,65,1233.0,93.0,289.0,86.0,13076,17636,22940,689,134,234
866,2024-05-15,Image,216.0,19.0,16,0,247.0,8.0,46.0,11.0,13087,5988,7225,100,22,13
867,2024-05-16,Reel,82.0,2.0,16,83,529.0,58.0,99.0,46.0,13097,13444,17649,757,191,137
868,2024-05-17,Story,276.0,1.0,11,7,283.0,10.0,65.0,43.0,13108,3271,4170,100,9,22
869,2024-05-18,Reel,47.0,0.0,10,54,1079.0,96.0,116.0,138.0,13118,11456,16926,674,36,165
870,2024-05-19,Reel,249.0,18.0,13,78,1341.0,64.0,107.0,69.0,13129,16926,23104,352,26,88
871,2024-05-20,Reel,116.0,12.0,15,26,1291.0,79.0,131.0,99.0,13139,14946,21328,591,97,145
872,2024-05-21,Image,88.0,11.0,17,0,745.0,55.0,163.0,107.0,13150,7869,11393,81,7,21
873,2024-05-22,Carousel,269.0,7.0,11,0,420.0,34.0,101.0,61.0,13160,6604,9401,288,75,69
874,2024-05-23,Reel,198.0,17.0,16,46,872.0,44.0,179.0,101.0,13171,13940,20659,395,94,75
875,2024-05-24,Reel,226.0,3.0,10,44,741.0,55.0,151.0,100.0,13181,11256,13725,134,38,19
876,2024-05-25,Image,121.0,11.0,21,0,624.0,49.0,80.0,87.0,13192,11417,15475,326,31,43
877,2024-05-26,Image,104.0,13.0,20,0,860.0,36.0,83.0,101.0,13202,9542,14473,382,55,127
878,2024-05-27,Image,135.0,4.0,19,0,855.0,69.0,166.0,52.0,13213,10060,13438,292,17,40
879,2024-05-28,Image,63.0,3.0,12,0,344.0,27.0,74.0,20.0,13223,6511,7827,122,7,36
880,2024-05-29,Reel,34.0,12.0,21,39,826.0,44.0,171.0,98.0,13234,22824,38377,381,28,98
881,2024-05-30,Reel,240.0,9.0,16,63,1193.0,76.0,214.0,127.0,13244,13398,22761,585,87,47
882,2024-05-31,Reel,202.0,5.0,6,47,747.0,35.0,171.0,85.0,13255,12604,18988,687,119,136
883,2024-06-01,Image,97.0,4.0,6,0,501.0,18.0,45.0,72.0,13265,7503,9079,386,56,101
884,2024-06-02,Story,247.0,4.0,18,9,245.0,22.0,45.0,12.0,13276,6422,7848,127,22,17
885,2024-06-03,Reel,254.0,19.0,20,12,2429.0,264.0,553.0,259.0,13286,26325,38379,769,95,173
886,2024-06-04,Reel,62.0,16.0,10,57,579.0,50.0,67.0,37.0,13297,14986,19686,802,172,207
887,2024-06-05,Reel,135.0,12.0,15,64,1546.0,90.0,240.0,72.0,13307,17156,22979,901,168,217
888,2024-06-06,Reel,218.0,5.0,7,72,554.0,37.0,66.0,75.0,13318,11692,16903,640,185,113
889,2024-06-07,Carousel,40.0,18.0,19,0,686.0,28.0,70.0,100.0,13328,13773,21359,766,83,162
890,2024-06-08,Carousel,28.0,20.0,20,0,1238.0,107.0,109.0,155.0,13339,14824,17097,159,40,21
891,2024-06-09,Reel,62.0,12.0,10,43,863.0,76.0,140.0,27.0,13349,15273,24787,344,41,35
892,2024-06-10,Reel,27.0,16.0,21,48,972.0,98.0,59.0,121.0,13360,23721,37328,314,17,65
893,2024-06-11,Carousel,187.0,6.0,21,0,803.0,42.0,150.0,49.0,13370,15387,18814,592,167,82
894,2024-06-12,Carousel,166.0,12.0,18,0,530.0,,68.0,77.0,13381,14961,19890,507,106,99
895,2024-06-13,Story,228.0,0.0,9,6,395.0,29.0,50.0,30.0,13391,4789,7816,51,6,16
896,2024-06-14,Image,296.0,18.0,21,0,750.0,78.0,182.0,26.0,13402,10778,14687,481,42,57
897,2024-06-15,Image,251.0,16.0,21,0,631.0,23.0,66.0,97.0,13412,9547,13891,371,30,65
898,2024-06-16,Image,145.0,12.0,14,0,705.0,61.0,122.0,93.0,13423,8586,13180,511,54,123
899,2024-06-17,Image,197.0,14.0,10,0,148.0,8.0,25.0,4.0,13433,3027,4509,76,19,20
900,2024-06-18,Carousel,192.0,6.0,6,0,762.0,34.0,173.0,113.0,13444,11867,18122,639,173,155
901,2024-06-19,Reel,153.0,16.0,7,35,734.0,79.0,90.0,108.0,13454,15165,18900,515,60,93
902,2024-06-20,Reel,253.0,1.0,22,32,532.0,22.0,129.0,66.0,13465,14036,17785,475,101,91
903,2024-06-21,Reel,295.0,15.0,23,61,1004.0,38.0,169.0,149.0,13475,15223,24738,402,76,82
904,2024-06-22,Reel,149.0,14.0,8,46,714.0,38.0,107.0,91.0,13486,15125,22014,310,16,59
905,2024-06-23,Carousel,220.0,10.0,7,0,797.0,86.0,179.0,43.0,13496,12516,15955,277,38,68
906,2024-06-24,Reel,42.0,8.0,23,20,755.0,42.0,126.0,50.0,13507,14065,21521,721,50,59
907,2024-06-25,Carousel,216.0,4.0,23,0,316.0,20.0,40.0,15.0,13517,8545,10864,338,22,78
908,2024-06-26,Reel,250.0,9.0,21,22,814.0,36.0,136.0,126.0,13528,22618,31745,982,88,247
909,2024-06-27,Story,83.0,9.0,18,14,306.0,12.0,51.0,30.0,13538,6713,10508,92,25,22
910,2024-06-28,Carousel,68.0,4.0,12,0,647.0,58.0,112.0,38.0,13549,10187,16911,562,139,149
911,2024-06-29,Image,30.0,13.0,18,0,467.0,25.0,71.0,59.0,13559,6593,7774,87,13,9
912,2024-06-30,Reel,10.0,6.0,15,29,1277.0,83.0,199.0,150.0,13570,21259,32349,271,53,25
913,2024-07-01,Carousel,136.0,1.0,11,0,502.0,30.0,77.0,30.0,13580,8716,14107,494,68,45
914,2024-07-02,Reel,49.0,14.0,8,80,777.0,58.0,64.0,51.0,13591,13755,16282,562,110,157
915,2024-07-03,Carousel,46.0,7.0,17,0,877.0,96.0,164.0,76.0,13601,9411,12497,558,110,194
916,2024-07-04,Story,135.0,6.0,12,7,259.0,27.0,18.0,15.0,13612,4442,6710,82,5,23
917,2024-07-05,Reel,273.0,4.0,12,27,1551.0,104.0,192.0,118.0,13622,17262,20766,862,242,127
918,2024-07-06,Image,30.0,2.0,9,0,497.0,47.0,63.0,49.0,13633,8305,12771,96,9,30
919,2024-07-07,Carousel,124.0,11.0,23,0,549.0,49.0,,35.0,13643,12348,17766,345,41,116
920,2024-07-08,Reel,188.0,20.0,15,48,696.0,26.0,98.0,50.0,13654,18154,27982,504,40,92
921,2024-07-09,Image,186.0,7.0,11,0,714.0,55.0,74.0,58.0,13664,8183,10734,316,51,34
922,2024-07-10,Carousel,293.0,3.0,22,0,760.0,75.0,76.0,110.0,13675,8926,12854,199,59,52
923,2024-07-11,Reel,237.0,6.0,17,76,709.0,50.0,82.0,80.0,13685,13831,15963,338,49,53
924,2024-07-12,Image,40.0,0.0,12,0,668.0,25.0,164.0,69.0,13696,7775,8967,439,58,101
925,2024-07-13,Carousel,174.0,8.0,22,0,529.0,47.0,67.0,67.0,13706,6698,8957,360,102,75
926,2024-07-14,Reel,252.0,12.0,6,34,576.0,54.0,108.0,45.0,13717,16194,24756,558,37,134
927,2024-07-15,Carousel,268.0,7.0,9,0,850.0,32.0,211.0,37.0,13727,9860,11565,588,142,170
928,2024-07-16,Carousel,196.0,3.0,16,0,,20.0,92.0,90.0,13738,7589,12573,157,15,12
929,2024-07-17,Reel,165.0,13.0,19,64,2092.0,,314.0,307.0,13748,23733,39450,265,30,74
930,2024-07-18,Reel,203.0,6.0,22,37,1134.0,69.0,277.0,146.0,13759,13204,19249,488,144,118
931,2024-07-19,Carousel,242.0,20.0,20,0,565.0,48.0,88.0,19.0,13769,13450,22472,443,58,138
932,2024-07-20,Reel,112.0,7.0,11,19,611.0,49.0,140.0,31.0,13780,14409,22749,681,184,151
933,2024-07-21,Carousel,77.0,4.0,8,0,551.0,24.0,38.0,82.0,13790,10823,18088,318,18,50
934,2024-07-22,Reel,294.0,13.0,10,82,1285.0,136.0,111.0,67.0,13801,14989,22314,540,92,108
935,2024-07-23,Carousel,53.0,9.0,9,0,728.0,30.0,176.0,85.0,13811,8102,11072,425,40,56
936,2024-07-24,Reel,278.0,6.0,21,81,1715.0,137.0,382.0,,13822,22299,32866,1175,140,410
937,2024-07-25,Reel,185.0,9.0,8,87,798.0,75.0,180.0,65.0,13832,12683,16477,606,155,120
938,2024-07-26,Carousel,33.0,16.0,7,0,377.0,40.0,89.0,40.0,13843,9555,12980,464,130,122
939,2024-07-27,Reel,10.0,11.0,8,46,888.0,69.0,183.0,58.0,13853,12590,20306,601,55,96
940,2024-07-28,Image,236.0,11.0,23,0,611.0,62.0,52.0,94.0,13864,6716,9107,326,48,66
941,2024-07-29,Reel,141.0,1.0,13,48,846.0,32.0,145.0,62.0,13874,19363,24050,551,92,176
942,2024-07-30,Reel,296.0,2.0,13,22,1135.0,117.0,72.0,170.0,13885,19412,30182,518,60,156
943,2024-07-31,Carousel,264.0,6.0,10,0,338.0,11.0,56.0,13.0,13895,7206,9813,131,7,31
944,2024-08-01,Story,219.0,1.0,10,13,115.0,5.0,9.0,5.0,13906,2119,3004,93,10,31
945,2024-08-02,Reel,77.0,17.0,11,42,568.0,24.0,110.0,78.0,13916,13453,16018,157,29,27
946,2024-08-03,Reel,66.0,6.0,15,86,1113.0,106.0,85.0,44.0,13927,18536,27110,925,266,229
947,2024-08-04,Image,231.0,18.0,6,0,528.0,33.0,126.0,30.0,13937,11019,14933,161,8,13
948,2024-08-05,Story,20.0,18.0,8,4,134.0,13.0,29.0,8.0,13948,2249,2840,84,22,27
949,2024-08-06,Story,243.0,15.0,10,10,444.0,20.0,39.0,63.0,13958,5709,7887,223,63,68
950,2024-08-07,Image,285.0,14.0,18,0,839.0,88.0,161.0,134.0,13969,9363,12057,239,40,36
951,2024-08-08,Story,48.0,7.0,22,5,206.0,15.0,30.0,20.0,13979,3469,5366,79,16,24
952,2024-08-09,Image,112.0,17.0,22,0,454.0,45.0,105.0,48.0,13990,8063,10886,145,22,24
953,2024-08-10,Reel,249.0,12.0,9,15,865.0,33.0,186.0,58.0,14001,16668,22185,634,186,93
954,2024-08-11,Story,253.0,7.0,20,7,417.0,20.0,100.0,40.0,14011,6991,11632,116,24,25
955,2024-08-12,Reel,67.0,3.0,17,35,661.0,45.0,70.0,90.0,14022,12571,18964,424,108,40
956,2024-08-13,Reel,128.0,5.0,11,82,1368.0,,89.0,108.0,14032,16432,19624,775,190,78
957,2024-08-14,Reel,195.0,5.0,22,32,961.0,85.0,121.0,65.0,14043,15139,24144,527,100,163
958,2024-08-15,Carousel,109.0,13.0,17,0,499.0,29.0,95.0,21.0,14053,9565,16051,302,23,41
959,2024-08-16,Reel,169.0,7.0,21,82,1949.0,71.0,345.0,93.0,14064,24880,39563,1283,284,430
960,2024-08-17,Reel,230.0,8.0,22,5,784.0,49.0,194.0,114.0,14074,15150,18163,827,97,173
961,2024-08-18,Reel,184.0,7.0,11,62,561.0,24.0,107.0,78.0,14085,13398,21093,299,25,61
962,2024-08-19,Reel,172.0,0.0,6,51,705.0,71.0,101.0,62.0,14095,16657,22286,866,176,214
963,2024-08-20,Carousel,19.0,11.0,21,0,1369.0,54.0,341.0,165.0,14106,16090,24661,195,23,31
964,2024-08-21,Image,130.0,2.0,16,0,422.0,20.0,42.0,24.0,14116,5877,9471,61,7,9
965,2024-08-22,Reel,87.0,15.0,21,80,1804.0,126.0,262.0,166.0,14127,23507,33177,496,71,72
966,2024-08-23,Reel,149.0,4.0,18,71,1456.0,61.0,130.0,227.0,14137,24592,41546,479,111,165
967,2024-08-24,Reel,253.0,3.0,17,22,1036.0,67.0,94.0,132.0,14148,15053,22319,815,51,163
968,2024-08-25,Carousel,139.0,1.0,18,0,670.0,47.0,75.0,28.0,14158,16163,19242,682,122,141
969,2024-08-26,Story,82.0,4.0,16,12,111.0,10.0,9.0,10.0,14169,1881,2523,106,13,24
970,2024-08-27,Image,286.0,14.0,7,0,289.0,18.0,67.0,13.0,14179,7397,10421,272,64,49
971,2024-08-28,Reel,239.0,7.0,10,79,674.0,73.0,142.0,25.0,14190,13214,15526,591,117,160
972,2024-08-29,Story,175.0,16.0,21,9,424.0,19.0,74.0,32.0,14200,7880,12772,295,31,63
973,2024-08-30,Reel,117.0,19.0,14,52,1053.0,62.0,237.0,46.0,14211,16720,20927,893,251,85
974,2024-08-31,Carousel,282.0,2.0,20,0,1139.0,103.0,145.0,51.0,14221,18714,31546,1026,67,112
975,2024-09-01,Reel,168.0,1.0,13,53,1429.0,86.0,97.0,198.0,14232,19503,27889,283,20,34
976,2024-09-02,Story,92.0,0.0,10,6,356.0,34.0,30.0,33.0,14242,6151,7494,129,31,15
977,2024-09-03,Reel,154.0,19.0,20,35,1470.0,151.0,292.0,158.0,14253,23563,36769,1408,333,140
978,2024-09-04,Reel,74.0,17.0,21,28,1507.0,124.0,268.0,204.0,14263,23842,38450,277,15,82
979,2024-09-05,Reel,251.0,8.0,11,71,679.0,62.0,126.0,23.0,14274,15200,22909,157,9,31
980,2024-09-06,Story,134.0,6.0,23,10,211.0,10.0,42.0,13.0,14284,4977,6016,227,20,57
981,2024-09-07,Reel,77.0,5.0,19,66,1504.0,130.0,241.0,142.0,14295,28150,44570,562,72,78
982,2024-09-08,Image,148.0,11.0,8,0,316.0,18.0,68.0,24.0,14305,5265,6622,96,24,11
983,2024-09-09,Reel,262.0,9.0,22,35,606.0,45.0,109.0,64.0,14316,13717,19500,249,35,33
984,2024-09-10,Story,275.0,0.0,13,11,270.0,20.0,26.0,20.0,14326,6738,9487,403,22,129
985,2024-09-11,Image,242.0,3.0,16,0,174.0,13.0,29.0,,14337,3756,4567,65,16,20
986,2024-09-12,Reel,106.0,7.0,8,82,1132.0,123.0,150.0,90.0,14347,13239,18469,164,32,45
987,2024-09-13,Reel,77.0,11.0,9,32,834.0,32.0,178.0,28.0,14358,10782,16675,498,56,112
988,2024-09-14,Reel,93.0,3.0,7,27,847.0,83.0,143.0,111.0,14368,15371,18163,674,137,78
989,2024-09-15,Image,132.0,19.0,23,0,349.0,25.0,46.0,17.0,14379,5334,9043,286,79,58
990,2024-09-16,Reel,134.0,16.0,11,13,554.0,59.0,111.0,79.0,14389,13986,22791,404,57,69
991,2024-09-17,Carousel,160.0,14.0,19,0,1268.0,75.0,234.0,171.0,14400,17481,27638,315,37,60
992,2024-09-18,Image,179.0,5.0,13,0,563.0,57.0,58.0,54.0,14410,8562,13153,320,42,67
993,2024-09-19,Reel,213.0,5.0,16,8,1181.0,79.0,201.0,184.0,14421,14746,23928,390,39,91
994,2024-09-20,Reel,135.0,16.0,9,47,639.0,33.0,131.0,29.0,14431,15404,25763,404,52,88
